ip	class	tld	entropy	len	norm_entropy	vowel_ratio	digit_ratio	repeat_letter	consec_digit	consec_consonant	gib_value	hmm_log	uni_rank	bi_rank	tri_rank	uni_std	bi_std	tri_std	private_tld
bestgfx.biz.	0	biz	2.043	9.0	0.227	0.11	0.00	0.00	0.00	0.56	0.00	-32.98	12.57	243.88	4204.71	7.80	234.83	4802.92	0
ezilon.com.	0	com	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.00	1.00	-20.71	8.33	128.71	1856.00	7.95	134.48	1170.97	0
eurosport.com.	0	com	2.020	11.0	0.184	0.36	0.00	0.18	0.00	0.36	1.00	-22.94	6.44	88.40	600.89	4.17	75.30	552.80	0
mypopup.ir.	0	ir	1.677	9.0	0.186	0.22	0.00	0.11	0.00	0.33	1.00	-26.98	12.57	174.00	1752.29	4.50	97.46	1203.63	0
ghatreh.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-25.91	9.43	132.75	2029.86	6.57	112.89	1328.83	0
schema.org.	0	org	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.38	1.00	-20.32	7.67	64.29	399.67	5.59	56.48	178.24	0
bangbros.com.	0	com	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.40	1.00	-22.28	8.75	113.00	1351.62	5.38	150.18	2315.00	0
jeevansathi.com.	0	com	2.245	13.0	0.173	0.38	0.00	0.15	0.00	0.31	1.00	-36.09	8.64	140.33	1707.55	8.49	93.01	1302.05	0
meb.gov.tr.	0	gov.tr	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.00	1.00	-24.69	9.00	87.75	995.67	5.89	66.86	1037.63	0
diythemes.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.27	1.00	-24.13	8.56	123.00	2382.44	6.22	153.77	4521.63	0
express.co.uk.	0	co.uk	1.735	9.0	0.193	0.22	0.00	0.22	0.00	0.56	1.00	-21.09	8.00	102.25	376.71	7.67	104.19	429.22	0
audiojungle.net.	0	net	2.352	13.0	0.181	0.46	0.00	0.08	0.00	0.23	1.00	-35.87	9.73	155.92	2150.09	7.06	136.07	2685.80	0
p2up.ir.	0	ir	1.330	6.0	0.222	0.17	0.17	0.17	0.00	0.00	1.00	-24.12	17.25	430.40	10662.50	6.22	374.23	6557.95	0
magazineluiza.com.br.	0	com.br	2.211	15.0	0.147	0.47	0.00	0.20	0.00	0.00	1.00	-43.07	9.38	137.43	1790.92	8.04	111.66	2112.68	0
anchorfree.us.	0	us	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.50	1.00	-38.19	7.40	89.55	1000.20	6.26	107.12	1139.27	0
novamov.com.	0	com	1.735	9.0	0.193	0.33	0.00	0.22	0.00	0.00	1.00	-22.39	10.14	160.25	1690.57	8.06	68.77	1592.81	0
chow.com.	0	com	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-12.51	12.75	114.00	562.50	6.87	88.17	308.69	0
payu.in.	0	in	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	0.00	-21.25	12.00	174.40	2329.25	6.20	127.37	1976.48	0
animeflv.net.	0	net	2.164	10.0	0.216	0.30	0.00	0.00	0.00	0.30	1.00	-30.81	9.62	179.33	2466.62	7.33	156.17	2287.60	0
tv2.no.	0	no	1.332	5.0	0.266	0.00	0.20	0.00	0.00	0.40	0.00	-21.84	19.00	435.50	7011.33	8.83	372.60	4145.28	0
guru.com.	0	com	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	1.00	-16.01	12.00	151.60	1494.75	3.67	65.39	414.98	0
jorudan.co.jp.	0	co.jp	2.043	9.0	0.227	0.33	0.00	0.00	0.00	0.00	1.00	-30.24	10.00	124.00	1777.00	7.58	95.74	1835.47	0
adclickxpress.com.	0	com	2.431	15.0	0.162	0.20	0.00	0.13	0.00	0.67	1.00	-34.59	9.23	178.36	2839.62	6.33	272.17	4806.21	0
smartpassiveincome.com.	0	com	2.484	20.0	0.124	0.35	0.00	0.25	0.00	0.45	1.00	-47.08	6.72	95.58	965.61	5.18	92.25	1115.08	0
hbr.org.	0	org	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-20.60	12.67	219.25	5802.00	4.78	187.10	2061.96	0
qiyou.com.	0	com	1.748	7.0	0.250	0.43	0.00	0.00	0.00	0.00	0.00	-16.06	13.80	300.33	2999.60	10.03	166.22	2623.64	0
nseindia.com.	0	com	1.887	10.0	0.189	0.40	0.00	0.20	0.00	0.40	1.00	-23.74	5.50	77.22	1033.25	3.39	63.55	1315.22	0
dastelefonbuch.de.	0	de	2.599	16.0	0.162	0.31	0.00	0.06	0.00	0.38	1.00	-43.70	8.79	114.47	1131.00	5.86	100.74	962.08	0
dawn.com.	0	com	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-15.12	10.75	170.60	2832.25	6.91	133.36	2024.94	0
soup.io.	0	io	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-21.56	8.75	112.80	540.00	4.82	65.92	255.83	0
jumia.com.ng.	0	com.ng	1.748	7.0	0.250	0.43	0.00	0.00	0.00	0.00	1.00	-31.99	11.20	149.83	1762.20	8.47	103.48	1217.37	0
wetplace.com.	0	com	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.30	1.00	-23.74	8.12	112.00	1262.12	6.57	95.11	1346.10	0
laredoute.fr.	0	fr	2.146	11.0	0.195	0.45	0.00	0.09	0.00	0.00	1.00	-29.84	6.00	57.40	543.00	4.35	48.25	508.93	0
htmlgoodies.com.	0	com	2.352	13.0	0.181	0.31	0.00	0.08	0.00	0.38	0.00	-31.14	8.00	180.50	2303.18	5.19	150.24	2728.46	0
tre.it.	0	it	1.332	5.0	0.266	0.20	0.00	0.00	0.00	0.40	1.00	-15.25	4.67	25.50	100.67	2.62	26.18	42.59	0
oneandone.co.uk.	0	co.uk	1.720	11.0	0.156	0.45	0.00	0.27	0.00	0.18	1.00	-31.70	5.11	43.20	456.33	3.73	49.82	496.30	0
sportlemon.tv.	0	tv	2.254	12.0	0.188	0.25	0.00	0.08	0.00	0.42	1.00	-29.71	6.70	80.18	625.50	3.77	84.57	820.46	0
bulbagarden.net.	0	net	2.245	13.0	0.173	0.31	0.00	0.15	0.00	0.31	1.00	-36.91	9.00	121.75	1630.64	5.38	107.69	1819.16	0
thestar.com.my.	0	com.my	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-26.35	6.43	31.50	172.43	4.84	24.03	264.98	0
findagrave.com.	0	com	2.254	12.0	0.188	0.33	0.00	0.08	0.00	0.33	1.00	-27.02	9.30	90.09	841.40	7.38	69.61	1126.03	0
blesk.cz.	0	cz	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	1.00	-21.96	9.60	98.17	947.20	6.25	92.08	846.49	0
cnnamador.com.	0	com	2.020	11.0	0.184	0.27	0.00	0.18	0.00	0.27	1.00	-30.22	6.89	100.20	1454.11	3.63	114.36	1723.51	0
aeriagames.com.	0	com	1.979	12.0	0.165	0.50	0.00	0.17	0.00	0.00	1.00	-27.17	5.00	81.45	1068.00	4.67	115.83	1307.46	0
consumerreports.org.	0	org	2.313	17.0	0.136	0.29	0.00	0.24	0.00	0.41	1.00	-42.03	6.60	86.62	550.80	3.86	85.07	531.61	0
pitchfork.com.	0	com	2.272	11.0	0.207	0.18	0.00	0.00	0.00	0.55	1.00	-24.77	11.00	160.60	1492.44	6.06	174.49	1812.09	0
chinaiiss.com.	0	com	1.846	11.0	0.168	0.36	0.00	0.18	0.00	0.36	1.00	-27.56	6.56	108.90	2115.89	4.32	144.92	3201.37	0
gooddrama.net.	0	net	1.894	11.0	0.172	0.36	0.00	0.27	0.00	0.27	1.00	-29.76	7.44	115.00	1373.22	5.04	102.04	1645.03	0
serviporno.com.	0	com	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.33	1.00	-26.45	7.20	99.00	777.90	5.98	92.33	751.93	0
jino.ru.	0	ru	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-18.44	10.25	136.80	1167.75	9.28	116.44	640.07	0
join.me.	0	me	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	1.00	-21.93	10.25	138.60	1500.75	9.28	103.18	1990.93	0
fancy.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.43	1.00	-15.06	11.80	153.50	1331.00	6.82	145.24	1189.22	0
woso.cn.	0	cn	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	1.00	-22.21	8.00	104.00	3580.00	7.55	49.10	4082.65	0
aliimg.com.	0	com	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.25	0.00	-20.88	7.67	187.86	2977.83	4.85	206.46	2760.89	0
1ting.com.	0	com	1.748	7.0	0.250	0.14	0.14	0.00	0.00	0.29	1.00	-16.19	12.40	225.50	3669.80	8.31	309.49	4698.39	0
nomorerack.com.	0	com	2.138	12.0	0.178	0.33	0.00	0.17	0.00	0.17	1.00	-33.34	6.80	72.73	721.60	4.92	51.63	694.08	0
joyme.com.	0	com	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-15.84	12.00	183.83	2059.00	9.47	132.33	1852.82	0
theladbible.com.	0	com	2.138	13.0	0.164	0.31	0.00	0.23	0.00	0.46	1.00	-30.64	8.36	104.83	1410.91	5.61	106.24	1477.60	0
clicksure.com.	0	com	2.146	11.0	0.195	0.27	0.00	0.09	0.00	0.45	1.00	-23.31	8.44	92.20	858.11	4.83	81.85	1391.05	0
news247.gr.	0	gr	2.043	9.0	0.227	0.11	0.33	0.00	0.33	0.22	1.00	-23.85	18.86	325.38	2143.71	13.20	237.79	1898.44	0
yepporn.com.	0	com	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	1.00	-23.19	9.29	155.88	2297.00	6.09	100.60	2435.65	0
bollywoodhungama.com.	0	com	2.476	18.0	0.138	0.33	0.00	0.17	0.00	0.44	1.00	-43.14	10.19	148.00	1595.69	6.16	130.64	1793.24	0
baby.ru.	0	ru	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.33	1.00	-16.24	12.75	146.60	1286.00	6.42	134.76	817.31	0
vista.ir.	0	ir	1.748	7.0	0.250	0.29	0.00	0.00	0.00	0.29	1.00	-18.41	8.00	64.83	207.00	7.18	50.65	169.06	0
yuku.com.	0	com	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.00	0.00	-15.98	15.75	301.20	3214.00	2.77	93.77	1694.83	0
angelfire.com.	0	com	2.146	11.0	0.195	0.36	0.00	0.09	0.00	0.36	1.00	-25.93	7.44	86.90	999.89	6.33	114.40	1053.84	0
lancenet.com.br.	0	com.br	1.887	10.0	0.189	0.30	0.00	0.20	0.00	0.20	1.00	-23.80	5.75	54.22	193.12	3.53	52.61	126.73	0
afisha.ru.	0	ru	1.733	8.0	0.217	0.38	0.00	0.12	0.00	0.25	1.00	-22.26	8.33	91.14	1058.00	7.32	66.45	588.84	0
svd.se.	0	se	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-23.60	13.00	310.50	8777.33	6.98	263.87	6529.50	0
kenhgioitre.com.	0	com	2.245	13.0	0.173	0.38	0.00	0.15	0.00	0.38	1.00	-42.05	7.73	167.50	4114.73	6.06	179.69	4587.77	0
register.com.	0	com	1.887	10.0	0.189	0.30	0.00	0.20	0.00	0.20	1.00	-19.77	5.75	71.00	528.50	4.41	76.74	662.93	0
orange.pl.	0	pl	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.25	1.00	-24.21	6.00	47.43	437.50	5.07	53.22	406.43	0
bytes.com.	0	com	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.43	1.00	-16.39	9.40	133.67	2011.00	6.62	170.54	1670.81	0
fakt.pl.	0	pl	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	0.00	-19.75	11.75	174.20	2544.75	7.50	133.21	1485.59	0
guardianlv.com.	0	com	2.254	12.0	0.188	0.33	0.00	0.08	0.00	0.42	1.00	-33.66	9.40	168.91	2851.60	6.12	145.52	4300.00	0
kaschpo.ru.	0	ru	2.043	9.0	0.227	0.22	0.00	0.00	0.00	0.44	1.00	-28.69	9.86	150.12	2198.71	6.17	141.24	1545.27	0
tvp.pl.	0	pl	1.332	5.0	0.266	0.00	0.00	0.00	0.00	0.60	0.00	-19.02	14.33	273.50	5486.67	6.13	230.93	3310.27	0
google.co.cr.	0	co.cr	1.560	8.0	0.195	0.38	0.00	0.25	0.00	0.25	1.00	-32.31	8.00	104.00	510.50	6.16	82.62	349.35	0
my.tv.sohu.com/user/reg.	0	com	1.561	6.0	0.260	0.33	0.00	0.00	0.00	0.00	0.00	-999.00	9.50	186.20	1524.75	5.72	125.33	869.78	0
playcast.ru.	0	ru	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.60	1.00	-24.34	8.50	97.56	847.38	5.50	101.56	1031.97	0
focalprice.com.	0	com	2.254	12.0	0.188	0.33	0.00	0.08	0.00	0.25	1.00	-27.24	7.90	97.82	975.70	5.65	88.86	1133.98	0
teacup.com.	0	com	1.906	8.0	0.238	0.38	0.00	0.00	0.00	0.00	1.00	-20.59	7.83	114.29	1500.33	5.01	85.97	1208.76	0
tweakers.net.	0	net	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.40	1.00	-25.56	7.62	106.89	885.75	7.21	91.02	681.42	0
s-oman.net.	0	net	1.906	8.0	0.238	0.25	0.00	0.00	0.00	0.00	1.00	-30.04	8.67	129.71	4376.33	7.09	164.78	5254.58	0
ilsistemabinario.com.	0	com	2.351	18.0	0.131	0.44	0.00	0.17	0.00	0.22	1.00	-50.40	5.62	71.29	1253.00	3.55	56.66	1491.96	0
desitvforum.net.	0	net	2.458	13.0	0.189	0.31	0.00	0.00	0.00	0.23	1.00	-36.03	9.45	169.00	2090.73	6.54	229.82	3231.38	0
argentinawarez.com.	0	com	2.220	16.0	0.139	0.38	0.00	0.25	0.00	0.25	1.00	-39.49	7.79	116.27	1029.21	7.33	128.64	1169.10	0
baomoi.com.	0	com	1.733	8.0	0.217	0.50	0.00	0.12	0.00	0.00	0.00	-25.20	6.33	132.43	2450.83	4.89	87.56	1748.70	0
